Name,Location,Address,PRICE RANGE,CUISINES,SPECIAL DIETS,Meals,FEATURES,Link,Budget
Playtrix Sports Bar and Cafe,"137 Sir James Pieris Mawatha Colombo City Centre Mall, Colombo 00200 Sri Lanka","Sir James Pieris Mawatha Colombo City Centre Mall, Colombo 00200 ","[' 500 ', '  1,400']","American, Gastropub, Sri Lankan",Vegetarian Friendly,"Lunch, Dinner, Late Night, Drinks","Serves Alcohol, Full Bar, Reservations, Seating, Parking Available, Valet Parking, Television, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Takeout, Wheelchair Accessible, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d7931108-Reviews-Playtrix_Sports_Bar_and_Cafe-Colombo_Western_Province.html,Low
Elevate Restaurant & Bar,"02 278/4 Union Place Colombo 29th floor, Access South Tower, Colombo 00200 Sri Lanka","Union Place Colombo 29th floor, Access South Tower, Colombo 00200","[' 500 ', '  1,400']","Sri Lankan, Chinese, Bar, International, Asian, Thai, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Drinks","Reservations, Seating, Serves Alcohol, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d15275309-Reviews-Elevate_Restaurant_Bar-Colombo_Western_Province.html,Low
Tea Breeze,"GS4, Grand Stand Colombo Racecourse,  Reid Avanue, Colombo 00700 Sri Lanka","Grand Stand Colombo Racecourse,  Reid Avanue, Colombo 00700 ","[' 400 ', '  3,000']",Cafe,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night, Drinks","Seating, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d5496229-Reviews-Tea_Breeze-Colombo_Western_Province.html,Low
Berlin Sky Lounge,"101/11 Hunupitiya Lake Road, Colombo 02. The Goldblock, 7th floor, Colombo 00200 Sri Lanka","Hunupitiya Lake Road, Colombo 02. The Goldblock, 7th floor, Colombo 00200 ","[' 989 ', '  2,967']","Steakhouse, German, Fast Food, Grill, European, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Late Night, Drinks","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Serves Alcohol, Full Bar, Takeout, Television, Highchairs Available, Table Service, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d10637279-Reviews-Berlin_Sky_Lounge-Colombo_Western_Province.html,Low
Peach Valley,"Flower Rd, Colombo Sri Lanka","Flower Rd, Colombo ","[' 9,891 ', '  19,782']","Chinese, Asian","Vegetarian Friendly, Vegan Options","Brunch, Breakfast, Lunch","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d817423-Reviews-Peach_Valley-Colombo_Western_Province.html,Medium
London House of Coffee,"2B R.G. Senanayake Mawatha, Colombo Sri Lanka","R.G. Senanayake Mawatha, Colombo","[' 300 ', '  1,500']",Cafe,"Vegetarian Friendly, Vegan Options","Brunch, Breakfast, Lunch","Seating, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d9728670-Reviews-London_House_of_Coffee-Colombo_Western_Province.html,Low
The Manchester,"100/10 Independance Avenue Sri Lanka Foundation Road, Colombo 7 Sri Lanka","Independance Avenue Sri Lanka Foundation Road, Colombo 7 ","[' 722 ', '  3,612']","Bar, Pub, International","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night, Drinks","Serves Alcohol, Full Bar, Reservations, Seating, Parking Available, Valet Parking, Television, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Takeout, Wheelchair Accessible, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d3954410-Reviews-The_Manchester-Colombo_Western_Province.html,Low
Siam House Thai Restaurant,"No 17, Melbourne Ave, Colombo 4 Sri Lanka","Melbourne Ave, Colombo 4 ","[' 9,891 ', '  19,782']","Asian, Thai","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Serves Alcohol, Full Bar, Takeout, Television, Highchairs Available, Table Service, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d817470-Reviews-Siam_House_Thai_Restaurant-Colombo_Western_Province.html,Medium
Paan Paan Cafe,"6B Alfred House Road, Colombo 00300 Sri Lanka","Alfred House Road, Colombo 00300 ","[' 1000 ', '  20 000']",Deli,"Vegetarian Friendly, Vegan Options","Brunch, Breakfast, Lunch","Seating, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d4325357-Reviews-Paan_Paan_Cafe-Colombo_Western_Province.html,Medium
Pebbles,"25 Galle Face Centre Road Colombo 3, Colombo Sri Lanka","Galle Face Centre Road Colombo 3, Colombo","[' 989 ', '  2,967']","Cafe, Fast Food, Pub",Vegetarian Friendly,"Breakfast, Brunch","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d8474639-Reviews-Pebbles-Colombo_Western_Province.html,Low
Streat 360 Restaurant,"66/3 Ward Place, Colombo 00000 Sri Lanka","Ward Place, Colombo 00000 ","[' 1000 ', '  20 000']","International, Asian",Vegetarian Friendly,"Lunch, Dinner, Brunch","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Serves Alcohol, Full Bar, Takeout, Television, Highchairs Available, Table Service, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d6924215-Reviews-Streat_360_Restaurant-Colombo_Western_Province.html,Medium
Okra Kitchen by Ravi & Sepali,"137 Sir James Pieris Mawatha Colombo City Center, Colombo 00200 Sri Lanka","Sir James Pieris Mawatha Colombo City Center, Colombo 00200","[' 400 ', '  3,000']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Breakfast, Lunch","Seating, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d15682660-Reviews-Okra_Kitchen_by_Ravi_Sepali-Colombo_Western_Province.html,Low
Mintage Restaurant and Pub,"154 Kynsey Road, Colombo 70000 Sri Lanka","Kynsey Road, Colombo 70000","[' 1000 ', '  40 000']","Chinese, Bar, Asian, Pub",Vegetarian Friendly,"Lunch, Dinner, Late Night, Drinks","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d6116875-Reviews-Mintage_Restaurant_and_Pub-Colombo_Western_Province.html,Medium
Light House Galley,"Chaithya Road, Colombo 00100 Sri Lanka","Chaithya Road, Colombo 00100 ","[' 500 ', '  40 000']","Chinese, Sri Lankan",Vegan Options,"Dinner, Lunch, Late Night","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d3350956-Reviews-Light_House_Galley-Colombo_Western_Province.html,Medium
Xilaton Chinese Restaurant,"Havelock Road Colombo 5, Colombo Sri Lanka","Havelock Road Colombo 5, Colombo","[' 1000 ', '  40 000']","Chinese, Asian",Vegetarian Friendly,"Lunch, Dinner","Outdoor Seating, Seating, Serves Alcohol, Full Bar, Reservations, Parking Available, Wheelchair Accessible, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d3213858-Reviews-Xilaton_Chinese_Restaurant-Colombo_Western_Province.html,Medium
German Artisan Bakery and Deli,"461, Thimbirigasyaya Road Colombo 5, Colombo Sri Lanka","Thimbirigasyaya Road Colombo 5, Colombo","[' 500 ', '  40 000']",Cafe,Vegetarian Friendly,"Breakfast, Lunch, Brunch","Outdoor Seating, Seating, Serves Alcohol, Full Bar, Reservations, Parking Available, Wheelchair Accessible, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d8474658-Reviews-German_Artisan_Bakery_and_Deli-Colombo_Western_Province.html,Medium
Manhattan Fish Market,"Rajagiriya Jayewardenepura Kotte, Colombo Sri Lanka","Rajagiriya Jayewardenepura Kotte, Colombo","[' 500 ', '  40 000']",Seafood,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Lunch","Takeout, Reservations, Seating, Parking Available, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d6774653-Reviews-Manhattan_Fish_Market-Colombo_Western_Province.html,Medium
TGI Friday's,"Canal Row Colombo Fort Echelon Square, Colombo 00100 Sri Lanka","Canal Row Colombo Fort Echelon Square, Colombo 00100","[' 1000 ', '  40 000']","American, Steakhouse, Bar",Vegetarian Friendly,"Lunch, Dinner, Late Night","Seating, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d5213706-Reviews-TGI_Friday_s-Colombo_Western_Province.html,Medium
Yarl Hotel,"46/1 Station Road, Wellawatte Colombo 6, Colombo Sri Lanka","Station Road, Wellawatte Colombo 6, Colombo","[' 1000 ', '  20 000']","Asian, Sri Lankan, Indian, Seafood",Vegetarian Friendly,"Lunch, Dinner","Serves Alcohol, Full Bar, Reservations, Seating, Parking Available, Valet Parking, Television, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Takeout, Wheelchair Accessible, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d7062025-Reviews-Yarl_Hotel-Colombo_Western_Province.html,Medium
Verandah Bistro & Bar at Hilton Colombo Residences,"200 Union Place Colombo, Sri Lanka 02, Colombo Sri Lanka","Union Place Colombo, Sri Lanka 02, Colombo","[' 989 ', '  2,967']","Bar, Fast Food, European, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d2216881-Reviews-Verandah_Bistro_Bar_at_Hilton_Colombo_Residences-Colombo_Western_Province.html,Low
Cafe Nuga,"7 69a, Green Path, Colombo, Colombo 00700 Sri Lanka"," Green Path, Colombo, Colombo 00700","[' 500 ', '  1,580']","Cafe, Healthy, Fusion, Sri Lankan","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Takeout, Reservations, Seating, Parking Available, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d14031438-Reviews-Cafe_Nuga-Colombo_Western_Province.html,Low
The Pizza Bakery - Bar & Eatery,"L6, One Galle Face Mall, 1A, Centre Road, Galle Face L6-04, One Galle Face Mall, Colombo 00200 Sri Lanka","One Galle Face Mall, Colombo 00200 ","[' 1,500 ', '  3,000']","Italian, Pizza, Bar, Beer restaurants","Vegetarian Friendly, Vegan Options","Dinner, Lunch, Late Night","Takeout, Reservations, Seating, Parking Available, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d19622992-Reviews-The_Pizza_Bakery_Bar_Eatery-Colombo_Western_Province.html,Low
Cloud9 Rooftop Lounge,"Melbourne Avenue The Ocean Colombo, 40, Colombo 00400 Sri Lanka","Melbourne Avenue The Ocean Colombo, 40, Colombo 00400","[' 593 ', '  1,978']","Bar, Barbecue, Fusion, Wine Bar, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Lunch","Seating, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d8410958-Reviews-Cloud9_Rooftop_Lounge-Colombo_Western_Province.html,Low
Choco Luv,"No 16 Flower Road, Colombo 00700 Sri Lanka","Flower Road, Colombo 00700 ","[' 59,347 ', '  108,803']","Cafe, Fast Food","Vegetarian Friendly, Vegan Options, Gluten Free Options","Late Night, Drinks","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d2307112-Reviews-Choco_Luv-Colombo_Western_Province.html,High
ON14 Rooftop Bar,"No. 36-38, Clifford Place Marine Drive, Wellawatta, Colombo Sri Lanka","Clifford Place Marine Drive, Wellawatta, Colombo","[' 500 ', '  40 000']",Bar,"Vegetarian Friendly, Vegan Options, Gluten Free Options",Dinner,"Outdoor Seating, Seating, Serves Alcohol, Full Bar, Reservations, Parking Available, Wheelchair Accessible, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d8177884-Reviews-ON14_Rooftop_Bar-Colombo_Western_Province.html,Medium
Yue Chuen,"48 Janadhipathi Mawatha, Colombo 00100 Sri Lanka","Janadhipathi Mawatha, Colombo 00100","[' 1000 ', '  40 000']","Chinese, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Lunch","Reservations, Seating, Serves Alcohol, Takeout, Wheelchair Accessible, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d4294952-Reviews-Yue_Chuen-Colombo_Western_Province.html,Medium
Shandong the Chinese Kitchen,"1092 Sri Jayawardenapura Mw, Rajagiriya, Colombo 01100 Sri Lanka","Sri Jayawardenapura Mw, Rajagiriya, Colombo 01100 ","[' 1000 ', '  40 000']","Chinese, Asian, Fusion","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Outdoor Seating, Seating, Serves Alcohol, Full Bar, Reservations, Parking Available, Wheelchair Accessible, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d7963912-Reviews-Shandong_the_Chinese_Kitchen-Colombo_Western_Province.html,Medium
"Singhalease Sports Club - Restautant, Bar and Cafe","07 35 Maitland Place, Colombo, Colombo 00700 Sri Lanka","Maitland Place, Colombo, Colombo 00700","[' 989 ', '  2,967']","Bar, Pub",Vegetarian Friendly,"Lunch, Dinner, Drinks","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d5016477-Reviews-Singhalease_Sports_Club_Restautant_Bar_and_Cafe-Colombo_Western_Province.html,Low
Flavors,"Lotus Road, Colombo Sri Lanka","Lotus Road, Colombo","[' 1000 ', '  20 000']",Indian,"Vegetarian Friendly, Vegan Options","Dinner, Lunch","Seating, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d3511790-Reviews-Flavors-Colombo_Western_Province.html,Medium
The Irish Bar & Grill,"63 Park Street, Colombo 00200 Sri Lanka","Park Street, Colombo 00200 ","[' 989 ', '  2,967']","Irish, Bar, Pub",Vegetarian Friendly,"Lunch, Dinner, Brunch, Late Night, Drinks","Outdoor Seating, Seating, Serves Alcohol, Full Bar, Reservations, Parking Available, Wheelchair Accessible, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d15119792-Reviews-The_Irish_Bar_Grill-Colombo_Western_Province.html,Low
Playtrix Sports Bar and Cafe,"137 Sir James Pieris Mawatha Colombo City Centre Mall, Colombo 00200 Sri Lanka","Sir James Pieris Mawatha Colombo City Centre Mall, Colombo 00200 ","[' 500 ', '  1,400']","American, Gastropub, Sri Lankan",Vegetarian Friendly,"Dinner, Lunch, Late Night","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d7931108-Reviews-Playtrix_Sports_Bar_and_Cafe-Colombo_Western_Province.html,Low
Pizza Hut,"No. 134 Colombo Road, Colombo 00200 Sri Lanka","Colombo Road, Colombo 00200 ","[' 1000 ', '  40 000']","Italian, Pizza, Fast Food",Vegetarian Friendly,"Lunch, Dinner","Serves Alcohol, Full Bar, Reservations, Seating, Parking Available, Valet Parking, Television, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Takeout, Wheelchair Accessible, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d6721622-Reviews-Pizza_Hut-Colombo_Western_Province.html,Medium
Kami Maki,"26, De Vos avenue Colombo 04, Colombo Sri Lanka","De Vos avenue Colombo 04, Colombo","[' 396 ', '  3,956']","Fusion, Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner","Takeout, Reservations, Seating, Parking Available, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d6216220-Reviews-Kami_Maki-Colombo_Western_Province.html,Low
Zylan Luxury Villa,"No 115 Rosmead Place Colombo 07, Colombo Sri Lanka","Rosmead Place Colombo 07, Colombo ","[' 500 ', '  40 000']","Japanese, Asian, Sushi",Vegetarian Friendly,"Dinner, Lunch","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d8003912-Reviews-Zylan_Luxury_Villa-Colombo_Western_Province.html,Medium
